@relation 'data/final_8020_mylyn.csv-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R99-weka.filters.unsupervised.attribute.Remove-R1-5,16-17,19,25-26,30-36,41,44-45,49-67,70,77-83,92,95-99,101,105,108,112'

@attribute metrics29 numeric
@attribute metrics28 numeric
@attribute metrics27 numeric
@attribute metrics26 numeric
@attribute metrics25 numeric
@attribute metrics24 numeric
@attribute metrics23 numeric
@attribute metrics22 numeric
@attribute metrics21 numeric
@attribute metrics20 numeric
@attribute metrics9 numeric
@attribute metrics8 numeric
@attribute metrics7 numeric
@attribute metrics6 numeric
@attribute metrics5 numeric
@attribute metrics4 numeric
@attribute metrics3 numeric
@attribute metrics2 numeric
@attribute metrics1 numeric
@attribute metrics19 numeric
@attribute metrics18 numeric
@attribute metrics16 numeric
@attribute metrics15 numeric
@attribute metrics14 numeric
@attribute metrics13 numeric
@attribute metrics12 numeric
@attribute metrics11 numeric
@attribute metrics10 numeric
@attribute metrics57 numeric
@attribute metrics56 numeric
@attribute metrics55 numeric
@attribute metrics54 numeric
@attribute metrics53 numeric
@attribute metrics52 numeric
@attribute metrics51 numeric
@attribute metrics50 numeric
@attribute metrics49 numeric
@attribute metrics48 numeric
@attribute metrics47 numeric
@attribute metrics46 numeric
@attribute metrics45 numeric
@attribute metrics44 numeric
@attribute metrics43 numeric
@attribute metrics42 numeric
@attribute metrics41 numeric
@attribute metrics40 numeric
@attribute metrics39 numeric
@attribute metrics38 numeric
@attribute metrics37 numeric
@attribute metrics36 numeric
@attribute metrics35 numeric
@attribute metrics34 numeric
@attribute metrics33 numeric
@attribute metrics32 numeric
@attribute metrics31 numeric
@attribute metrics30 numeric
@attribute class {buggy,clean}

@data
43,2,1,2,50,17,29,1444470,1444345,0,23,0,0,1.75395,2.1746,2,2,1,2,6,4,20.0004,79.9087,0.09086,762,4,547.333,26,10,4,1,1,2,13,9,10,12,18,6,5,16,29,8,9,9,0,0,0,7,0,1,2,42,2,0,0,clean
52,1,1,1,62,3,59,0,0,0,7,374,133,0,0,0,0,0,0,36,5,92.5819,7.3643,0.05379,2495,22,6,6,0,327,0,1,1,46,0,1,5,45,1,0,6,56,1,1,7,0,0,0,329,0,0,0,52,0,0,0,clean
52,1,1,1,62,3,59,0,0,0,7,374,133,0,0,0,0,0,0,36,5,92.5819,7.3643,0.05379,1248,22,3,6,0,327,0,1,1,46,0,1,5,45,1,0,6,56,1,1,7,0,0,0,329,0,0,0,52,0,0,0,buggy
33,3,4,5,55,7,10,0,156585,5036,41,9,37,0,0,0,0,0,0,20,3,12.5736,86.2256,1.20072,710,0,1,1,0,5,1,0,2,10,4,7,12,12,7,3,11,22,10,13,22,0,0,0,8,0,0,0,33,0,0,0,clean
12,0,0,0,20,1,24,0,0,0,3,37,37,0,1,0,2,0,1,19,4,99.9973,0.001661,0.001015,355,0,301,5,0,26,0,0,0,10,0,2,0,10,2,1,0,16,1,1,1,0,0,0,27,0,0,0,11,0,0,0,clean
33,3,4,5,55,7,10,156585,156585,5036,41,9,37,0,1,0,2,0,1,20,3,12.5736,86.2256,1.20072,710,0,1,1,0,5,1,0,2,10,4,7,12,12,7,3,11,22,10,13,22,0,0,0,8,0,0,0,33,0,0,0,clean
9,10,3,2,6,4,11,0,0,0,6,3,31,0,0,0,0,0,0,7,3,7.78883,91.3346,0.876556,87,8,3.66667,1,0,0,0,2,0,4,3,1,6,1,3,4,6,14,2,2,3,0,1,1,0,2,3,4,5,5,0,0,buggy
35,4,2,1,13,5,8,0,1133443,5036,16,21,43,0,0,0,0,0,0,4,3,1.33013,98.2115,0.458405,525,4,4,4,0,0,0,2,2,12,10,10,5,12,9,8,8,10,3,3,6,0,0,0,2,4,0,1,34,4,0,0,clean
174,9,2,4,162,17,115,0,564245,1453784,47,324,324,0,0,0,0,0,0,64,12,35.3661,64.579,0.0548,4153,3,186.667,13,0,202,4,7,9,82,31,42,47,83,34,27,58,117,22,16,22,1,1,1,219,19,5,6,171,24,3,0,clean
49,3,2,2,49,46,88,24,71,152,21,21,21,4.75,4.43203,3,3,4,5,9,6,24.0053,72.2151,3.77958,829,6,130.364,6,7,17,1,2,2,17,7,12,13,19,8,5,17,32,8,6,11,0,0,0,21,0,1,1,47,1,0,0,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
52,4,3,2,26,13,20,4,3,1351154,18,12,34,1.87083,3,0,2,2,2,5,6,0.93828,96.7838,2.2779,352,3,157,5,3,1,1,1,3,15,9,18,11,20,9,3,20,16,6,3,9,0,0,0,5,0,0,1,51,0,0,0,clean
5,3,1,0,6,2,4,3700832,3700833,15608639,6,4,16,0,1.5,0,2,0,1,6,6,2.98389,94.0521,2.96399,134,50,1,1,0,2,0,0,0,3,1,1,1,3,1,2,1,4,1,1,4,0,2,0,0,0,0,3,3,2,0,0,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
20,3,2,2,21,20,43,572472,1161645,2344252,10,4,10,7.39488,7.45278,2,4,1,7,2,4,17.045,76.3589,6.59614,354,2,541.75,15,4,2,1,1,2,7,4,7,4,9,4,4,7,12,6,4,7,0,1,1,4,1,1,2,18,2,1,0,buggy
24,16,6,6,55,5,10,0,1199182,1500171,37,4,18,0,0,0,0,0,0,4,7,4.60023,94.7263,0.673461,403,4,13.7778,2,0,1,1,1,2,6,6,6,9,7,4,5,11,46,10,8,19,0,0,1,4,1,2,2,22,3,0,0,clean
180,22,13,12,147,57,72,107590,110071,768254,73,12,26,2.14482,2.82123,2,5,2,4,4,6,0.740684,99.2059,0.053429,2684,2,106,5,38,10,7,5,10,59,34,49,46,70,32,24,62,92,36,31,36,0,1,0,31,0,3,8,177,4,4,1,clean
40,2,3,3,44,21,62,59310,120640,1984540,22,0,0,5.1,5.20372,2,2,3,3,3,6,11.7883,86.6204,1.59126,307,10,382.611,11,4,1,1,1,1,10,7,11,11,12,7,6,15,28,9,7,9,0,0,0,4,0,1,1,38,1,0,0,clean
134,7,4,3,71,57,72,152106,298545,1448674,32,3,11,13.2672,9.45833,3,2,2,2,7,6,17.8396,80.1108,2.0496,1805,1,36.5,1,22,7,3,3,7,40,16,49,31,48,41,7,39,46,14,15,11,0,0,0,17,1,1,3,134,1,2,0,clean
25,1,1,1,29,7,16,889145,896311,820479,14,0,0,0.542907,2.23684,2,3,1,2,4,5,12.2806,86.3002,1.41921,198,0,529.769,24,4,1,1,0,0,7,4,7,7,8,5,3,9,14,7,6,6,0,0,0,2,0,1,1,24,1,0,0,buggy
114,12,7,7,105,57,72,382,5615,57226,47,18,37,33.3845,16.3469,6,10,15,18,3,5,6.70603,92.9745,0.319447,1748,1,57.2727,3,25,9,4,4,6,37,22,31,29,44,20,14,40,58,25,22,25,0,0,0,21,1,2,4,112,2,2,0,clean
29,1,1,1,27,9,17,458,3790,9958,13,0,0,50.1117,39.855,2,9,4,5,2,3,2.47566,97.5166,0.007735,459,3,976.2,10,8,0,1,1,1,8,5,8,8,8,6,5,11,12,8,6,5,0,0,0,3,0,1,1,27,1,0,0,clean
147,15,9,9,132,57,72,78342,337426,352431,58,24,50,6.38235,11.9417,2,4,1,2,4,5,2.70716,96.9456,0.347232,2223,2,77.75,4,30,11,5,5,8,49,27,40,37,58,26,18,51,74,31,27,32,0,1,0,28,1,3,6,143,3,3,0,clean
78,5,6,3,145,28,77,37587,150335,12859924,28,150,176,10.3537,5,6,4,2,8,32,5,24.1997,75.6688,0.131498,1067,16,523.625,12,2,105,3,2,2,41,9,14,14,42,10,9,17,107,17,14,22,0,0,0,111,0,0,3,75,0,0,0,clean
82,1,2,2,128,21,105,0,404415,0,19,187,232,0,0,0,0,0,0,57,9,29.4214,69.2885,1.2901,1444,2,137,5,0,130,1,2,4,45,7,10,20,47,4,5,26,105,10,8,11,0,0,0,136,0,0,1,81,0,0,0,clean
253,13,6,5,121,57,72,370620,741238,328,55,0,0,0.5,2.5,0,2,1,1,8,2,0.530405,99.4692,0.000383,3378,1,73,1,38,14,5,4,12,75,26,94,59,91,77,11,75,82,24,24,19,0,0,0,31,1,1,5,251,2,3,0,clean
77,8,3,4,183,2,46,0,404415,0,22,351,286,0,0,0,0,0,0,69,8,71.3817,24.084,4.53435,615,0,0.8,1,0,265,0,1,0,70,5,2,6,69,1,5,8,166,9,8,11,0,0,0,270,0,1,0,78,1,1,0,clean
21,6,3,4,6,8,12,0,0,0,9,11,50,0,0,0,0,0,0,9,2,56.3657,43.6343,0,375,0,2,1,0,0,1,1,1,6,4,10,6,7,9,3,7,9,4,4,2,0,2,0,1,1,2,3,20,5,0,0,clean
258,14,11,10,191,57,72,2296,33155,79190,68,37,78,13.7777,11.6105,2,11,12,8,5,2,0.346101,99.6537,0.000191,3703,1,98.5,1,43,27,8,7,11,82,35,84,64,98,63,20,83,99,44,40,44,0,1,1,50,2,2,8,254,4,5,0,clean
185,19,12,11,166,57,72,1817,1839,123024,71,28,59,4.1139,3.98202,2,7,4,5,3,5,0.566081,99.3971,0.036834,2803,2,103.333,4,37,14,7,6,10,62,34,50,47,74,32,23,64,93,40,35,41,0,1,0,36,1,3,8,181,4,3,0,clean
21,6,3,4,6,8,12,0,0,0,9,11,50,0,0,0,0,0,0,9,2,56.3657,43.6343,0,375,0,2,1,0,0,1,1,1,6,4,10,6,7,9,3,7,9,4,4,2,0,2,0,1,1,2,3,20,5,0,0,clean
197,21,13,13,170,57,72,65924,146874,292493,74,24,52,2.16688,2.76894,2,5,1,3,4,5,0.624907,99.3324,0.042744,2953,2,109.6,4,40,16,7,6,10,65,36,54,50,77,35,25,68,96,42,36,43,0,1,0,38,1,3,8,193,4,4,0,clean
21,6,3,4,6,8,12,0,0,0,9,11,50,0,0,0,0,0,0,9,2,56.3657,43.6343,0,375,0,2,1,0,0,1,1,1,6,4,10,6,7,9,3,7,9,4,4,2,0,2,0,1,1,2,3,20,5,0,0,clean
26,3,2,2,25,5,9,0,1133443,5036,16,23,41,0,0,0,0,0,0,8,5,0.780908,97.4873,1.73179,517,2,149,10,0,9,1,2,2,8,6,7,7,8,6,5,9,13,5,4,10,0,0,0,13,2,1,1,25,3,0,0,clean
26,3,2,2,25,5,9,0,1133443,5036,16,23,41,0,0,0,0,0,0,8,5,0.780908,97.4873,1.73179,517,2,149,10,0,9,1,2,2,8,6,7,7,8,6,5,9,13,5,4,10,0,0,0,13,2,1,1,25,3,0,0,clean
65,5,2,2,77,15,117,0,1133443,5036,16,167,136,0,0,0,0,0,0,39,7,44.2884,54.8689,0.842726,2006,6,101.222,6,0,128,1,2,3,30,7,16,18,33,11,3,24,66,6,4,11,1,0,0,132,4,1,1,65,5,1,0,clean
18,1,1,1,25,9,18,57634,111579,1815863,16,1,3,2.59709,3.18143,2,2,2,2,3,4,18.189,81.1054,0.705546,333,1,47.2222,5,7,1,1,1,0,6,3,5,4,6,2,3,7,12,6,4,5,0,0,0,2,0,0,1,17,0,0,0,clean
310,24,26,22,733,23,292,0,156586,1112,93,783,910,0,0,0,0,0,0,214,11,48.6693,50.5285,0.802157,10325,7,32.5,10,0,590,11,6,14,188,30,45,57,201,30,22,68,660,45,42,59,1,3,2,616,4,3,9,304,8,1,1,clean
26,3,2,2,25,5,9,0,1133443,5036,16,23,41,0,0,0,0,0,0,8,5,0.780908,97.4873,1.73179,517,2,149,10,0,9,1,2,2,8,6,7,7,8,6,5,9,13,5,4,10,0,0,0,13,2,1,1,25,3,0,0,clean
83,6,4,3,87,28,69,768535,821196,495577,34,0,0,12.9611,8.85673,4,3,4,6,12,6,13.1505,65.2318,21.6177,1291,13,1763.7,53,16,9,2,2,3,30,13,24,18,34,13,9,30,50,18,12,19,0,0,0,15,1,2,3,80,3,1,0,buggy
485,42,48,42,1334,21,292,0,491149,1112,147,1566,1820,0,0,0,0,0,0,421,18,94.8676,4.83714,0.295275,18350,1,55,19,0,1174,15,5,21,333,31,45,84,343,32,31,87,1252,61,58,97,0,5,2,1206,5,1,9,480,7,1,2,clean
485,42,48,42,1334,21,292,0,0,1112,147,1566,1820,0,0,0,0,0,0,421,18,94.8676,4.83714,0.295275,18350,1,55,19,0,1174,15,5,21,333,31,45,84,343,32,31,87,1252,61,58,97,0,5,2,1206,5,1,9,480,7,1,2,clean
151,2,5,4,259,63,216,0,9,444750,31,0,0,0,0,0,0,0,0,129,7,45.613,54.3678,0.019184,6318,10,651.5,27,0,683,1,2,7,75,8,20,48,77,11,7,58,214,18,10,27,0,0,0,692,1,0,1,150,1,0,0,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
18,0,1,1,20,7,15,6981,15099,32190,9,0,0,17.1049,15.4347,2,10,5,7,2,2,22.437,77.5629,0.000111,296,2,941,8,6,0,0,0,0,5,2,5,5,5,4,3,6,9,5,4,4,0,0,0,0,0,0,0,17,0,0,0,clean
44,1,1,1,48,31,54,450627,450635,42669,21,10,23,39.0095,13.9575,2,4,3,7,10,4,11.5945,86.2904,2.11507,515,2,1071.28,35,3,3,1,2,2,12,8,12,12,15,7,6,17,25,9,7,10,0,0,0,8,0,0,1,43,0,0,0,buggy
52,2,2,2,53,23,39,2430925,2431097,7178483,25,15,37,0.803177,1.79556,3,3,2,2,9,3,19.597,79.1085,1.29449,565,3,174.333,5,5,2,0,1,3,14,9,17,13,18,8,3,24,31,11,6,10,0,0,0,6,0,0,1,51,0,0,0,clean
49,0,1,1,54,14,27,678054,678054,417,22,1,4,1.85554,2.71744,2,3,2,3,4,3,4.76064,95.2172,0.022126,643,5,226.333,13,13,2,2,2,3,12,8,17,12,15,11,5,19,24,12,9,12,0,0,0,8,1,0,1,48,2,0,0,clean
24,0,1,1,34,8,14,1585187,1658140,2375334,15,1,4,2.64999,3.63333,2,3,2,3,6,4,25.2005,71.2829,3.51656,448,2,61,2,9,1,2,1,3,6,3,8,7,7,7,3,8,15,7,6,7,0,0,0,6,0,0,1,23,0,1,0,clean
31,0,1,1,38,22,41,5109,14819,363294,15,2,35,6.94351,5.51398,2,2,2,3,4,6,19.5907,79.841,0.568314,388,2,1993.28,68,6,1,1,1,2,8,5,9,8,11,6,3,12,18,7,6,9,0,0,0,6,0,0,0,30,1,0,0,buggy
253,13,6,5,121,57,72,166957,305884,60,55,0,0,1.37997,2.38889,2,2,2,2,8,2,0.530405,99.4692,0.000383,3378,1,73,1,38,14,5,4,12,75,26,94,59,91,77,11,75,82,24,24,19,0,0,0,31,1,1,5,251,2,3,0,clean
253,13,6,5,121,57,72,2325,23146,214,55,0,0,4.09563,4.85,2,3,4,3,8,2,0.530405,99.4692,0.000383,3378,1,73,1,38,14,5,4,12,75,26,94,59,91,77,11,75,82,24,24,19,0,0,0,31,1,1,5,251,2,3,0,clean
117,5,4,2,117,32,53,583135,1166265,6365254,40,5,16,0.609877,1.89881,2,2,1,2,2,9,19.6109,73.7866,6.60252,1420,6,64,3,20,5,3,4,5,35,17,32,32,37,21,14,45,59,26,17,26,0,0,0,15,0,1,3,114,0,1,0,clean
157,8,7,5,122,57,72,79,325,46038,45,25,58,6.6746,5.15524,3,15,17,24,3,2,5.36748,94.5588,0.073758,2300,2,51.25,1,29,14,5,4,7,48,21,52,39,58,38,12,52,65,27,24,27,0,0,1,27,1,1,5,153,2,2,0,clean
33,2,1,1,32,13,21,1359,4366,1122985,17,8,20,2.17774,2.90265,4,3,1,4,3,7,6.39985,79.9656,13.6346,552,19,1296,45,10,1,1,2,1,13,6,9,7,13,5,5,12,16,9,5,7,0,0,0,5,0,1,1,32,1,0,0,clean
53,2,1,2,62,8,32,75757,75758,451,21,0,0,1.45012,2.04762,2,2,1,1,10,5,36.1557,63.2418,0.602594,948,4,3,4,19,1,0,7,3,27,11,10,7,21,11,10,14,28,15,10,14,0,0,0,11,1,1,1,52,2,1,0,clean
51,50,57,58,128,15,31,2651099,2659607,454872,247,14,533,18.6914,11.7407,2,3,2,2,504,6,7.24267,83.956,8.80135,2018,2,26.8,1,9,1,3,1,4,10,8,12,20,13,7,8,23,247,15,13,19,0,0,0,7,0,0,0,51,0,0,0,clean
5,0,0,0,7,4,11,0,0,0,2,2,7,0,0,0,0,0,0,3,4,93.5115,6.08598,0.402512,95,0,2,1,0,0,0,0,1,3,1,1,0,4,0,0,1,4,0,1,2,0,0,0,1,0,0,0,5,0,0,0,clean
68,42,46,46,147,17,30,2805,44459,785252,210,19,425,1.33141,2.1928,2,4,2,3,373,11,4.57886,89.6544,5.76678,2156,2,47.4286,4,6,2,3,3,5,16,13,18,21,20,12,10,27,213,22,20,25,0,0,0,13,0,0,0,68,0,0,0,clean
93,4,8,7,138,14,32,0,87369,2656873,74,14,94,0,0,0,0,0,0,48,4,0.003721,99.9961,0.00015,713,2,2248.2,237,2,4,2,5,2,30,13,28,23,31,16,10,38,76,35,23,25,0,0,0,11,0,1,3,91,0,1,1,clean
92,6,8,7,94,50,80,376049,376090,215779,62,0,0,4.8322,6.57537,2,3,2,2,6,3,2.43331,97.5598,0.006847,1586,5,396.8,6,21,6,3,4,4,22,22,24,25,31,15,12,35,58,18,18,20,0,0,0,17,1,0,1,90,1,0,0,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
97,3,8,5,128,14,28,57377,114739,2834401,71,0,0,3.61815,5.25813,2,3,2,2,3,8,0.110492,97.3996,2.48993,1509,7,570.833,15,26,4,6,6,2,40,19,21,21,40,13,19,30,52,33,24,32,0,0,2,18,2,1,3,92,1,1,1,buggy
59,2,2,2,64,24,44,1622830,1628397,1066409,31,4,48,2.02029,3.84318,2,4,2,3,7,3,2.29611,96.0448,1.65913,811,3,428,12,13,3,2,2,3,17,11,16,15,19,9,9,23,34,14,9,14,0,0,0,9,1,0,1,58,1,0,0,buggy
37,4,5,5,61,8,21,49,184,512,40,9,26,8.25882,8.33333,4,19,5,9,14,9,11.9066,69.6548,18.4387,393,0,13,5,2,1,2,2,1,11,7,8,12,13,5,6,14,45,10,9,11,0,0,0,6,1,0,1,36,1,0,0,clean
73,13,5,5,116,12,42,273494,549976,2846418,41,145,165,3.75646,3.87231,3,2,3,4,35,9,18.2632,65.5701,16.1667,1811,7,20.625,2,7,64,2,2,3,43,7,12,13,44,7,6,18,94,14,10,23,3,0,0,66,2,2,2,71,3,1,0,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
91,3,4,3,95,24,42,7019,56576,263428,47,2,6,12.6882,13.3155,2,2,1,2,4,8,16.3234,67.3331,16.3434,1518,1,369,8,22,4,3,4,3,29,16,22,24,32,14,13,34,50,20,14,22,0,0,0,13,0,1,2,89,1,0,0,clean
85,4,2,2,120,8,212,146661,165543,482225,21,165,170,2.86674,3.99398,2,2,3,4,48,6,33.5451,64.5742,1.8807,1886,12,232.75,20,8,121,1,1,2,61,7,8,11,63,5,6,14,106,8,6,11,3,0,0,120,1,1,2,83,2,1,0,clean
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
39,26,13,12,58,17,32,130093,260314,553151,75,3,11,5.32341,5.66264,2,3,1,3,4,6,14.333,82.3576,3.30938,910,7,353.714,11,10,1,1,1,2,11,6,11,13,13,6,5,17,79,11,9,11,0,0,0,5,1,1,2,37,1,0,0,clean
71,21,8,7,108,37,198,602591,603211,25029,59,54,87,6.93839,5.12694,3,5,6,10,47,37,17.2626,80.0354,2.70194,1418,8,652.347,10,7,63,2,2,3,30,10,15,17,33,10,7,22,106,13,11,14,0,0,0,69,0,1,1,69,1,0,0,buggy
172,11,3,5,117,17,67,0,564245,1453784,54,161,257,0,0,0,0,0,0,38,12,4.99171,94.9595,0.048801,3214,4,205.5,13,0,60,6,9,9,58,40,55,52,61,47,34,64,70,23,18,23,2,1,2,82,22,7,7,167,27,3,1,clean
36,3,2,2,43,41,67,913,1662,13456,21,5,13,4.53892,3.97031,3,5,2,4,6,5,15.5423,78.5215,5.9362,575,16,319.871,9,8,4,1,2,1,10,7,9,10,12,6,5,14,25,8,8,9,0,0,0,9,1,1,1,35,1,0,0,clean
26,2,2,1,26,12,28,0,5094,289090,10,40,38,0,0,0,0,0,0,5,3,25.9096,73.9985,0.091905,415,5,1484.62,71,0,27,0,0,0,12,4,5,6,14,3,1,9,20,4,3,3,1,0,0,27,0,0,1,24,1,0,0,clean
68,4,3,3,85,36,56,554659,554751,848431,37,8,34,7.66538,4.91568,2,8,7,10,9,8,12.2661,87.0832,0.650722,870,9,392.359,14,10,6,2,3,3,21,12,18,18,24,12,9,25,45,17,15,17,0,0,0,14,0,1,1,66,1,0,0,buggy
97,15,7,9,158,10,19,9,40,787,80,81,210,11.1903,13.3333,2,4,5,6,55,8,1.21104,95.5836,3.20532,1091,3,91.75,6,4,35,3,3,6,31,14,27,33,31,17,14,42,93,32,22,41,0,1,1,47,2,1,2,98,2,3,1,clean
47,5,4,4,65,29,39,95609,95697,869829,32,9,21,16.337,14.0573,2,3,2,3,6,4,15.8984,80.0886,4.01302,697,20,373.5,4,9,7,2,3,2,13,10,10,16,14,8,8,20,41,12,11,13,0,0,0,13,1,1,1,46,2,0,0,clean
15,2,2,1,27,3,6,960928,964903,0,18,5,20,1.15055,1.93056,2,2,1,2,14,5,52.0458,47.2755,0.678689,324,8,1,1,8,0,0,0,0,4,1,5,6,4,4,2,7,14,7,6,4,0,0,0,1,0,1,2,12,1,0,0,clean
48,2,1,1,58,27,63,2988,3888,92319,22,3,9,10.0799,7.83986,2,3,3,6,6,7,12.0835,75.4411,12.4754,794,7,465.262,9,9,3,2,2,2,15,9,13,13,16,8,8,18,31,12,8,12,0,0,0,8,1,1,1,47,1,0,0,buggy
16,1,1,1,26,4,10,223957,452628,3827434,14,3,10,9.55051,9.33333,2,2,1,2,7,6,26.162,73.4944,0.34358,307,4,22,4,7,0,1,0,0,5,2,5,4,6,4,2,6,11,7,7,5,0,0,0,1,0,1,1,14,1,0,0,clean
76,19,10,8,72,32,48,568798,591642,0,61,3,10,0.971004,1.81333,2,2,1,2,7,6,26.0254,73.626,0.348678,677,12,94.25,2,2,4,3,3,8,18,11,17,29,22,12,7,35,59,15,13,24,0,0,0,16,0,1,3,73,1,0,0,clean
108,4,5,3,220,10,212,0,250118,6338838,23,249,248,0,0,0,0,0,0,82,16,32.5875,60.8593,6.5532,4843,7,627.714,9,0,516,1,1,1,85,6,5,12,85,4,7,12,195,11,10,17,0,0,0,518,1,1,2,106,1,0,1,clean
40,4,3,2,85,6,23,0,250118,6338838,20,73,113,0,0,0,0,0,0,18,59,0.584247,59.4134,40.0024,1140,0,44,2,0,40,0,0,2,24,7,4,11,23,1,8,14,58,9,6,20,0,0,0,43,3,2,2,38,4,0,1,clean
50,2,2,2,55,25,43,2158957,2159101,741692,27,8,30,7.96016,5.46041,4,3,7,8,9,8,11.8197,87.0551,1.12518,795,6,742.389,37,9,1,1,1,2,15,6,17,12,16,12,5,18,29,13,9,10,0,0,0,5,0,1,1,50,1,0,0,buggy
57,3,4,3,83,20,91,0,56424,861202,35,41,96,0,0,0,0,0,0,26,8,13.9299,85.1694,0.900718,936,7,2135.74,61,2,15,1,2,3,20,8,14,15,22,8,5,22,54,15,11,14,0,0,0,21,0,0,1,56,0,0,0,clean
28,1,3,2,46,9,18,80893,165031,909576,27,6,34,0.484313,1.57895,2,2,1,1,18,5,25.083,74.3874,0.529682,556,0,1135.33,53,5,1,1,1,1,8,4,8,7,9,5,3,11,26,10,8,9,0,0,0,4,0,0,1,27,0,0,0,clean
70,2,4,3,100,15,35,0,1099624,86406,48,10,40,0,0,0,0,0,0,21,3,9.5769,89.6487,0.77444,1074,1,1643.11,81,1,12,3,2,3,24,14,15,20,27,11,12,23,47,19,18,25,0,0,0,21,1,1,2,69,1,1,1,clean
24,1,2,2,12,5,9,0,1894424,0,12,12,46,0,0,0,0,0,0,2,7,3.51777,96.4749,0.007334,68,15,125,30,0,0,0,0,1,10,3,6,5,12,2,2,9,3,5,3,6,0,0,0,1,0,0,1,23,0,1,0,buggy
102,13,10,10,159,24,148,0,6479,86406,78,39,78,0,0,0,0,0,0,48,9,23.272,75.3225,1.40553,2528,3,1037.47,49,1,222,3,3,5,46,14,17,26,48,13,12,30,112,24,22,35,0,0,0,232,1,1,2,101,1,1,1,buggy
3,1,0,1,15,2,8,0,564245,1453784,5,2,13,0,0,0,0,0,0,7,2,59.6866,40.3134,0,140,0,0,1,0,0,0,1,0,2,0,1,2,1,2,0,2,8,2,3,3,0,0,0,1,0,1,1,3,1,0,0,clean
45,2,3,3,62,12,24,6072,6479,86406,35,7,44,10.4235,6.68552,2,3,4,5,21,6,2.49022,97.3062,0.20354,696,8,1246.67,73,7,1,2,2,1,12,8,13,12,14,7,6,18,34,15,11,11,0,0,0,6,0,0,1,44,0,0,0,buggy
71,1,4,1,99,12,44,0,1277774,4262608,28,0,0,0,0,0,0,0,0,30,3,1.78987,98.2099,0.000281,1455,33,10883,521,3,189,1,3,4,37,8,14,15,35,10,9,21,58,18,12,15,0,0,1,197,1,2,5,65,2,1,0,buggy
44,0,0,0,32,23,40,0,3570147,5547876,9,35,57,0,0,0,0,0,0,5,2,0.114556,99.8761,0.009379,680,0,264,10,0,9,0,4,3,15,6,10,12,13,7,5,19,16,7,2,7,0,0,0,16,0,0,0,43,0,0,0,clean
